"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2020,8688770,5959,1,2020,"I",,"Y","G","C","2020_01_IN0900100_NIBRS",97018654,0
2020,8689155,5959,2,2020,"I",,"Y","G","C","2020_02_IN0900100_NIBRS",91901055,0
2020,8688772,5959,3,2020,"I",,"Y","G","C","2020_03_IN0900100_NIBRS",97022376,0
2020,8685234,5959,4,2020,"I",,"Y","G","C","2020_04_IN0900100_NIBRS",87915082,0
2020,8685318,5959,5,2020,"I",,"Y","G","C","2020_05_IN0900100_NIBRS",80446211,0
2020,8685437,5959,6,2020,"I",,"Y","G","C","2020_06_IN0900100_NIBRS",97018727,0
2020,8689097,5959,7,2020,"I",,"Y","G","C","2020_07_IN0900100_NIBRS",80452987,0
2020,8685292,5959,8,2020,"I",,"Y","G","C","2020_08_IN0900100_NIBRS",97018761,0
2020,8689238,5959,9,2020,"I",,"Y","G","C","2020_09_IN0900100_NIBRS",91901128,0
2020,8689218,5959,10,2020,"I",,"Y","G","C","2020_10_IN0900100_NIBRS",97018797,0
2020,8685217,5959,11,2020,"I",,"Y","G","C","2020_11_IN0900100_NIBRS",97018807,0
2020,8688780,5959,12,2020,"I",,"Y","G","C","2020_12_IN0900100_NIBRS",97018827,0
2020,8503215,5700,1,2020,"I",,"Y","G","C","2020_01_IN0060500_NIBRS",97012051,0
2020,8525424,5700,2,2020,"I",,"Y","G","C","2020_02_IN0060500_NIBRS",95275200,0
2020,8491421,5700,3,2020,"I",,"Y","G","C","2020_03_IN0060500_NIBRS",95270692,0
2020,8497099,5700,4,2020,"I",,"Y","G","C","2020_04_IN0060500_NIBRS",95270716,0
2020,8491475,5700,5,2020,"I",,"Y","G","C","2020_05_IN0060500_NIBRS",84598405,0
2020,8497151,5700,6,2020,"I",,"Y","G","C","2020_06_IN0060500_NIBRS",95270740,0
2020,8551524,5700,7,2020,"I",,"Y","G","C","2020_07_IN0060500_NIBRS",90546505,0
2020,8511796,5700,8,2020,"I",,"Y","G","C","2020_08_IN0060500_NIBRS",95275348,0
2020,8521237,5700,9,2020,"I",,"Y","G","C","2020_09_IN0060500_NIBRS",97012056,0
2020,8514236,5700,10,2020,"I",,"Y","G","C","2020_10_IN0060500_NIBRS",97008447,0
2020,8509014,5700,11,2020,"I",,"Y","G","C","2020_11_IN0060500_NIBRS",97012136,0
2020,8536579,5700,12,2020,"I",,"Y","G","C","2020_12_IN0060500_NIBRS",95270918,0
2020,13443406,5772,1,2020,"U",30-MAR-20,"Y","F","C","2020_01_IN0320200_NIBRS",73292514,0
2020,13443408,5772,2,2020,"U",30-MAR-20,"Y","F","C","2020_02_IN0320200_NIBRS",73292521,0
2020,13856701,5772,3,2020,"I",15-MAY-20,"Y","F","C","2020_03_IN0320200_NIBRS",91872122,0
2020,17306261,5772,4,2020,"I",15-JAN-21,"Y","F","C","2020_04_IN0320200_NIBRS",91872126,0
2020,17300852,5772,5,2020,"I",15-JAN-21,"Y","F","C","2020_05_IN0320200_NIBRS",91870474,0
2020,17300853,5772,6,2020,"I",15-JAN-21,"Y","F","C","2020_06_IN0320200_NIBRS",95287381,0
2020,17306262,5772,7,2020,"I",15-JAN-21,"Y","F","C","2020_07_IN0320200_NIBRS",91872183,0
2020,17300854,5772,8,2020,"I",15-JAN-21,"Y","F","C","2020_08_IN0320200_NIBRS",91872192,0
2020,17306263,5772,9,2020,"I",15-JAN-21,"Y","F","C","2020_09_IN0320200_NIBRS",91872213,0
2020,17306264,5772,10,2020,"I",15-JAN-21,"Y","F","C","2020_10_IN0320200_NIBRS",91872223,0
2020,17306266,5772,11,2020,"I",15-JAN-21,"Y","F","C","2020_11_IN0320200_NIBRS",91870573,0
2020,17306268,5772,12,2020,"I",15-JAN-21,"Y","F","C","2020_12_IN0320200_NIBRS",95287390,0
2020,15716016,5859,1,2020,"I",21-AUG-20,"Y","F","C","2020_01_IN0520100_NIBRS",84598379,0
2020,15716017,5859,2,2020,"I",21-AUG-20,"Y","F","C","2020_02_IN0520100_NIBRS",84598383,0
2020,15738871,5859,3,2020,"I",21-AUG-20,"Y","F","C","2020_03_IN0520100_NIBRS",87888266,0
2020,15738872,5859,4,2020,"I",21-AUG-20,"Y","F","C","2020_04_IN0520100_NIBRS",87885786,0
2020,15738873,5859,5,2020,"I",21-AUG-20,"Y","F","C","2020_05_IN0520100_NIBRS",87888287,0
2020,15738875,5859,6,2020,"I",21-AUG-20,"Y","F","C","2020_06_IN0520100_NIBRS",87888294,0
2020,15738876,5859,7,2020,"I",21-AUG-20,"Y","F","C","2020_07_IN0520100_NIBRS",82657761,0
2020,15738877,5859,8,2020,"I",21-AUG-20,"Y","F","C","2020_08_IN0520100_NIBRS",82652448,0
2020,16816490,5859,9,2020,"I",18-NOV-20,"Y","F","C","2020_09_IN0520100_NIBRS",87888260,0
2020,17166610,5859,11,2020,"I",28-DEC-20,"Y","F","C","2020_11_IN0520100_NIBRS",95270342,0
2020,16815486,5707,1,2020,"I",18-NOV-20,"Y","F","C","2020_01_IN0100100_NIBRS",95275421,0
2020,16815487,5707,2,2020,"I",18-NOV-20,"Y","F","C","2020_02_IN0100100_NIBRS",87888355,0
2020,16816495,5707,3,2020,"I",18-NOV-20,"Y","F","C","2020_03_IN0100100_NIBRS",87888358,0
2020,16816496,5707,4,2020,"I",18-NOV-20,"Y","F","C","2020_04_IN0100100_NIBRS",95275457,0
2020,16816498,5707,5,2020,"I",18-NOV-20,"Y","F","C","2020_05_IN0100100_NIBRS",87888390,0
2020,16816497,5707,6,2020,"I",18-NOV-20,"Y","F","C","2020_06_IN0100100_NIBRS",87888376,0
2020,16816499,5707,7,2020,"I",18-NOV-20,"Y","F","C","2020_07_IN0100100_NIBRS",87888404,0
2020,16816500,5707,8,2020,"I",18-NOV-20,"Y","F","C","2020_08_IN0100100_NIBRS",95270933,0
2020,16815492,5707,9,2020,"I",18-NOV-20,"Y","F","C","2020_09_IN0100100_NIBRS",95270943,0
2020,16816502,5707,10,2020,"I",18-NOV-20,"Y","F","C","2020_10_IN0100100_NIBRS",95275497,0
2020,17518713,5707,11,2020,"I",28-JAN-21,"Y","F","C","2020_11_IN0100100_NIBRS",95270802,0
2020,17518714,5707,12,2020,"I",28-JAN-21,"Y","F","C","2020_12_IN0100100_NIBRS",95270839,0
2020,9143617,5820,1,2020,"I",,"Y","G","C","2020_01_IN0451200_NIBRS",73435348,0
2020,9143635,5820,2,2020,"I",,"Y","G","C","2020_02_IN0451200_NIBRS",73435368,0
2020,9143653,5820,3,2020,"I",,"Y","G","C","2020_03_IN0451200_NIBRS",73435387,0
2020,9143671,5820,4,2020,"I",,"Y","G","C","2020_04_IN0451200_NIBRS",80444441,0
2020,9143689,5820,5,2020,"I",,"Y","G","C","2020_05_IN0451200_NIBRS",87905945,0
2020,9143707,5820,6,2020,"I",,"Y","G","C","2020_06_IN0451200_NIBRS",80444465,0
